Port_IDs,Total_PnL,Total_ROI,Sharpe_Ratio,Max_Drawdown,Win_Rate,Total_Positions,Win_Positions,Total_ROI_Score,Total_PnL_Score,Sharpe_Ratio_Score,Win_Rate_Score,Max_Drawdown_Score,Rank_Score
4008537296438699777,2330.846,447.3463243598188,0.10757234012134224,-inf,0.47,535,249,134.20389730794565,582.7115,0.02151446802426845,0.0705,inf,inf
3944239644144231424,-1187.891,-61.236226682834626,-0.023731314255788376,-inf,0.26,858,227,-18.370868004850387,-296.97275,-0.004746262851157676,0.039,inf,inf
3951723256343550465,5260.023,4.690816115355597,0.05837825364318928,-inf,0.35,3447,1215,1.407244834606679,1315.00575,0.011675650728637856,0.0525,inf,inf
3962024093501274881,9314.494,1.1662146315251679e-05,0.07406717883080471,-inf,0.26,1273,337,3.4986438945755034e-06,2328.6235,0.014813435766160944,0.039,inf,inf
3937714876784951296,1117.531,3.771668600533261,0.016314451097396952,-inf,0.39,511,201,1.1315005801599782,279.38275,0.0032628902194793905,0.058499999999999996,inf,inf
3975392755164484097,2330.27,1.0732794082219563,0.09520516173523122,-inf,0.28,1829,512,0.3219838224665869,582.5675,0.019041032347046245,0.042,inf,inf
3991414786174551297,1787.988,158.3185533570087,0.12201028159519588,-inf,0.3,311,93,47.49556600710261,446.997,0.024402056319039175,0.045,inf,inf
4000877324693233921,-836.101,-0.013724109967275029,-0.002327244153693271,-inf,0.45,6050,2714,-0.004117232990182508,-209.02525,-0.00046544883073865417,0.0675,inf,inf
4033614723417828608,4602.24,-21.428329265255684,0.10878629417741874,-inf,0.22,516,115,-6.428498779576705,1150.56,0.02175725883548375,0.033,inf,inf
4020204877254599680,71998.856,95.03583536199106,0.060748033614844925,-8.028348113683958,0.33,6050,1993,28.510750608597316,17999.714,0.012149606722968985,0.0495,0.8028348113683959,18029.08923502669
3999240873283311617,42574.474,11.035554085277466,0.22750533430745368,-0.052816340027790364,0.52,4522,2366,3.31066622558324,10643.6185,0.04550106686149074,0.078,0.005281634002779037,10647.057948926447
4021669203289716224,26427.332,-2.7411958462931816,0.06825074237072257,-0.16156844065773085,0.31,1682,528,-0.8223587538879544,6606.833,0.013650148474144514,0.0465,0.016156844065773085,6606.0869482386515
3960874214179953664,19567.471,2.4426011599321824,0.1629478150253227,-34.536210321481484,0.52,2391,1233,0.7327803479796547,4891.86775,0.03258956300506454,0.078,3.4536210321481486,4896.164740943133
3907081197088384000,18015.997,30.85001610213437,0.2227292925910845,-0.2429079623918087,0.61,4137,2540,9.25500483064031,4503.99925,0.04454585851821691,0.0915,0.024290796239180873,4513.414591485398
4028701921959171840,17601.401,8.258852299127764e-06,0.27572387832983053,-0.045176720122327436,0.54,687,373,2.477655689738329e-06,4400.35025,0.05514477566596611,0.081,0.004517672012232744,4400.490914925334
3956076827719377409,16790.012,66.49324835539086,0.09952801745500052,-0.24614293318857097,0.52,3916,2019,19.947974506617257,4197.503,0.019905603491000106,0.078,0.0246142933188571,4217.5734944034275
3986814617275053313,16337.462,14.277596212180228,0.32978656861679667,-0.00014890821565723293,0.78,3554,2780,4.283278863654068,4084.3655,0.06595731372335933,0.11699999999999999,1.4890821565723294e-05,4088.831751068199
4022565861939831809,14197.577,0.024565718500652856,0.29960236775731863,-0.10895996791550236,0.53,705,372,0.0073697155501958565,3549.39425,0.05992047355146373,0.0795,0.010895996791550237,3549.551936185893
3788465932399412480,13960.966,0.3578641814308722,0.15291214877945766,-0.2242625568921689,0.45,3069,1369,0.10735925442926166,3490.2415,0.030582429755891535,0.0675,0.02242625568921689,3490.4693679398747
3987739404272887297,12464.606,78.0992360756824,0.049882502411106325,-0.3105022736974293,0.23,6050,1381,23.429770822704718,3116.1515,0.009976500482221266,0.0345,0.03105022736974293,3139.6567975505563
4008711265867865600,11298.706,6.596643811984552e-05,0.2662895922745807,-0.052697606290058985,0.42,394,166,1.9789931435953655e-05,2824.6765,0.05325791845491615,0.063,0.005269760629005899,2824.7980474690153
3936410995029308417,10681.514,3.2838245324920934e-05,0.29898370047919265,0.0,0.3,20,6,9.85147359747628e-06,2670.3785,0.05979674009583853,0.045,-0.0,2670.4833065915695
3931992636670880512,10374.965,9.165896225020775,0.050796275472005006,-0.424280098072751,0.4,6050,2430,2.7497688675062326,2593.74125,0.010159255094401002,0.06,0.042428009807275104,2596.603606132408
3939318616482048768,9775.389,0.00020634925081723437,0.2038294609803751,-0.01902892588221351,0.37,315,118,6.190477524517031e-05,2443.84725,0.04076589219607502,0.0555,0.001902892588221351,2443.9454806895587
3998572645139652353,9603.585,1.5975565848054412e-05,0.2622908622566452,-0.08120905576797817,0.36,266,95,4.7926697544163235e-06,2400.89625,0.05245817245132905,0.054,0.008120905576797817,2401.0108338706978
4031493134338259457,9082.698,3.528213258919192e-05,0.1561139933963429,-0.9598974471669379,0.36,1889,683,1.0584639776757577e-05,2270.6745,0.031222798679268582,0.054,0.0959897447166938,2270.855723128036
3944088772635000577,7581.492,4.991068133347398,0.29914107625654696,-0.013092953369497683,0.46,6063,2774,1.4973204400042195,1895.373,0.059828215251309394,0.069,0.0013092953369497685,1897.0004579505926
4037121179310444801,7237.922,3.140229905307297e-05,0.10910167793369141,-0.1565518916107883,0.48,1595,772,9.42068971592189e-06,1809.4805,0.021820335586738283,0.072,0.01565518916107883,1809.5899849454374
3886752488982104320,7195.178,18.37984533102976,0.2217135876666527,-0.03057094725279152,0.75,1249,931,5.513953599308928,1798.7945,0.04434271753333054,0.11249999999999999,0.0030570947252791525,1804.4683534115675
4017263283405469185,7141.366,-2.33968171155434,0.030090117918076687,-12.557645607719632,0.34,6050,2034,-0.701904513466302,1785.3415,0.006018023583615337,0.051000000000000004,1.2557645607719632,1785.9523780708892
3942630767220672256,6611.898,208.35803449040617,0.06797969001775618,-0.9825575352122136,0.38,4969,1903,62.50741034712185,1652.9745,0.013595938003551238,0.056999999999999995,0.09825575352122136,1715.6507620386467
4026179081117855488,6796.188,-1.569691700794885e-05,0.13958624744632814,-2.061991693070214,0.23,197,46,-4.709075102384655e-06,1699.047,0.02791724948926563,0.0345,0.20619916930702142,1699.3156117097212
3925368433214965504,6789.437,0.008279582142441646,0.2748734037095989,-0.04033723531142124,0.33,1458,486,0.0024838746427324936,1697.35925,0.05497468074191978,0.0495,0.0040337235311421245,1697.4702422789157
3910983669796782848,6761.648,6.083086174421159,0.33103886186548676,-0.24108051153992885,0.43,640,274,1.8249258523263476,1690.412,0.06620777237309736,0.0645,0.024108051153992886,1692.3917416758532
3818233536529843712,6419.608,27.844981568352694,0.15428219254946454,-0.9319387063687506,0.34,1421,482,8.353494470505808,1604.902,0.03085643850989291,0.051000000000000004,0.09319387063687506,1613.4305447796528
3953764659057081857,6048.866,0.033708817186148356,0.12403094507422269,-0.29578044535867226,0.31,583,180,0.010112645155844506,1512.2165,0.024806189014844538,0.0465,0.029578044535867227,1512.3274968787066
3976088733682659585,5901.15,3.0890889139103272,0.14072490358441417,-0.7841803174853428,0.44,2814,1226,0.9267266741730982,1475.2875,0.028144980716882834,0.066,0.07841803174853429,1476.3867896866384
3999845462424248576,5843.153,45.6201068218672,0.2259346608054272,-0.27052287154718113,0.43,3318,1443,13.686032046560161,1460.78825,0.04518693216108544,0.0645,0.027052287154718115,1474.611021265876
3978449781300392193,5888.656,0.0006589165160064534,0.12184255969003403,-0.4276168890250245,0.44,784,344,0.00019767495480193603,1472.164,0.024368511938006807,0.066,0.042761688902502454,1472.2973278757954
4011626972687000576,5483.15,1.2654093045108263,0.07725671532102782,-0.5939680090318431,0.38,6056,2326,0.3796227913532479,1370.7875,0.015451343064205564,0.056999999999999995,0.05939680090318431,1371.2989709353205
4031173908980084736,5360.426,0.00012064153304312491,0.29563686687889357,-0.01752269258034282,0.38,225,85,3.6192459912937475e-05,1340.1065,0.05912737337577872,0.056999999999999995,0.001752269258034282,1340.2244158350939
4034359562055356161,5284.654,10.220341850359366,0.15741866816692546,-0.30136415663289967,0.49,799,391,3.06610255510781,1321.1635,0.031483733633385094,0.0735,0.030136415663289968,1324.3647227044046
3966142151544441601,4883.801,-0.5680526960586189,0.0524887643645033,-181.38150979585154,0.53,1932,1028,-0.17041580881758564,1220.95025,0.01049775287290066,0.0795,18.138150979585156,1239.0079829236406
3953433416230728705,4924.762,-0.3850013436947901,0.1671040266501724,-0.3340625368046595,0.21,527,110,-0.11550040310843702,1231.1905,0.033420805330034484,0.0315,0.03340625368046595,1231.173326655902
4037282461943784704,4760.366,7.341682425319967e-05,0.11982504149488445,-0.49115832863694486,0.27,504,136,2.20250472759599e-05,1190.0915,0.02396500829897689,0.0405,0.04911583286369449,1190.20510286621
3977078013600312321,4622.351,-1.2654737109118264,0.08962888162540021,-3.853166191003474,0.33,5018,1638,-0.3796421132735479,1155.58775,0.017925776325080044,0.0495,0.3853166191003474,1155.6608502821518
4031181049693676544,4545.242,-0.6188160299936929,0.21445398662938117,-0.029178880486929508,0.24,302,73,-0.18564480899810787,1136.3105,0.04289079732587624,0.036,0.002917888048692951,1136.2066638763765
3879821005658659073,4268.007,183.06056552983543,0.13094012831820384,-42.58664586138809,0.33,872,289,54.918169658950625,1067.00175,0.02618802566364077,0.0495,4.258664586138809,1126.254272270753
4030395639953224449,4413.762,-0.0018237884786448412,0.16783749880260376,-0.04788338751295216,0.17,492,86,-0.0005471365435934523,1103.4405,0.03356749976052075,0.025500000000000002,0.004788338751295217,1103.503808701968
3941019213896463617,4234.088,0.00019190542163738776,0.08777363799755793,-2.435061897343109,0.49,112,55,5.757162649121633e-05,1058.522,0.017554727599511585,0.0735,0.2435061897343109,1058.85661848896
3878631538480067329,3921.233,26.304089797885677,0.1560663569165325,-0.29038579148515903,0.5,2811,1415,7.891226939365703,980.30825,0.031213271383306502,0.075,0.029038579148515903,988.3347287898976
3932103299427844097,3860.31,7.3932009638564224,0.0833221058818555,-7.609960868731804,0.3,2589,778,2.2179602891569266,965.0775,0.0166644211763711,0.045,0.7609960868731804,968.1181207972065
4030626027667524352,3796.348,0.00011047830451739406,0.21044591322903483,-0.15339556871450638,0.5,233,116,3.3143491355218216e-05,949.087,0.042089182645806966,0.075,0.015339556871450638,949.2194618830086
4013978721149559808,3778.878,11.900029545186179,0.16218865991701376,0.0,0.21,294,61,3.5700088635558536,944.7195,0.03243773198340275,0.0315,-0.0,948.3534465955393
4002413037164645377,3686.97,82.00259883664712,0.1257825271320603,-0.04657218257681305,0.19,576,107,24.600779650994138,921.7425,0.025156505426412065,0.028499999999999998,0.004657218257681305,946.4015933746781
4016164457907769600,3742.687,-0.011311355142543429,0.15754416905045315,-7.479905437352246,0.44,712,310,-0.0033934065427630284,935.67175,0.03150883381009063,0.066,0.7479905437352246,936.5138559710026
4029749871687083265,3662.137,0.9299258466496239,0.3538772369515272,0.0,0.43,856,367,0.27897775399488717,915.53425,0.07077544739030543,0.0645,-0.0,915.9485032013853
3994879592543698688,3658.765,-3.577339905551891,0.11938359825784213,-0.15688277533451547,0.55,653,361,-1.0732019716655672,914.69125,0.02387671965156843,0.0825,0.015688277533451547,913.7401130255193
4037511388357114368,3552.341,6.503814343923168,0.0881238849981656,-2.289936338438409,0.43,953,413,1.9511443031769504,888.08525,0.01762477699963312,0.0645,0.2289936338438409,890.3475127140204
3996598927198996481,3509.045,30.556401630373404,0.11340118610445403,-0.3108019650686659,0.37,2661,980,9.166920489112021,877.26125,0.022680237220890808,0.0555,0.031080196506866595,886.5374309228399
3988071780777702657,3424.47,0.3018227869074283,0.03734100763871833,-3.402645385699037,0.37,2385,890,0.09054683607222849,856.1175,0.007468201527743666,0.0555,0.3402645385699037,856.61127957617
4030555430101054209,3358.38,0.0001229982410712409,0.3240861720995911,0.0,0.26,121,32,3.6899472321372274e-05,839.595,0.06481723441991823,0.039,-0.0,839.6988541338923
4029299190618134272,3354.146,0.2871388673283102,0.2385430453330259,-0.48111512190174904,0.31,230,72,0.08614166019849305,838.5365,0.04770860906660518,0.0465,0.048111512190174906,838.7649617814553
4008804082027254529,3332.733,0.0007883833365573907,0.03869432969567709,-1.78892017702696,0.54,975,527,0.0002365150009672172,833.18325,0.007738865939135419,0.081,0.17889201770269603,833.4511173986429
4036548677626662656,3296.877,0.00017117716702140366,0.24267706977780504,0.0,0.46,147,68,5.1353150106421096e-05,824.21925,0.04853541395556101,0.069,-0.0,824.3368367671055
3988205565930333696,3283.938,0.010590920092598594,0.07394235302005198,-0.42951500624224187,0.38,371,141,0.0031772760277795783,820.9845,0.014788470604010395,0.056999999999999995,0.04295150062422419,821.1024172472561
4006366295148391425,3018.542,153.1413190334418,0.090978276633955,-0.7095418766339382,0.17,681,117,45.942395710032535,754.6355,0.018195655326791,0.025500000000000002,0.07095418766339383,800.6925455530226
3957509601040585217,3174.18,5.17468218565983,0.02523009867096176,-15.468070778595633,0.27,1113,300,1.5524046556979492,793.545,0.005046019734192352,0.0405,1.5468070778595635,796.6897577532916
4017323550554338817,3134.735,27.76592430709403,0.2132083276743787,0.0,0.5,545,273,8.329777292128208,783.68375,0.04264166553487574,0.075,-0.0,792.1311689576632
4023697881318718465,3151.951,3.1668715551054603,0.2758701284486444,0.0,0.09,70,6,0.950061466531638,787.98775,0.05517402568972888,0.0135,-0.0,789.0064854922215
4031451549482615297,3124.541,0.005198103639051935,0.22530212904555794,-0.3599710775148308,0.39,114,44,0.0015594310917155807,781.13525,0.04506042580911159,0.058499999999999996,0.035997107751483085,781.2763669646522
3993014919980212480,3078.663,28.739895752339923,0.14095234412741464,-0.2246844755241357,0.48,695,331,8.621968725701976,769.66575,0.02819046882548293,0.072,0.022468447552413572,778.41037764208
3891020560590657281,2856.301,126.10487369925684,0.4324770259531958,0.0,0.65,437,283,37.83146210977705,714.07525,0.08649540519063917,0.0975,-0.0,752.0907075149676
4004410127575640832,2905.764,30.693432303801313,0.1890782355470023,-44.06172678340364,0.35,507,175,9.208029691140393,726.441,0.03781564710940046,0.0525,4.406172678340364,740.1455180165901
3733192481840423936,2923.977,0.009470562745362752,0.06026543766319221,-0.7603550322920547,0.8,689,553,0.0028411688236088255,730.99425,0.012053087532638443,0.12,0.07603550322920548,731.2051797595853
4017110277719148289,2899.933,4.9316017370328025,0.39402569727778675,0.0,0.57,252,143,1.4794805211098407,724.98325,0.07880513945555735,0.08549999999999999,-0.0,726.6270356605654
4033639786957934336,2848.142,5.8690949786085564e-05,0.21441244620886019,0.0,0.17,149,25,1.760728493582567e-05,712.0355,0.04288248924177204,0.025500000000000002,-0.0,712.1039000965266
3981810242465907713,2836.473,3.3729428391195406,0.19707291093117776,-0.0,0.11,105,12,1.0118828517358622,709.11825,0.03941458218623556,0.0165,0.0,710.1860474339221
4029422834086627072,2799.903,10.927288544981185,0.5116182899882394,0.0,0.37,102,38,3.2781865634943554,699.97575,0.1023236579976479,0.0555,-0.0,703.411760221492
4030565764341697025,2789.878,0.011810637782697255,0.33289916900470407,-0.03214792167222979,0.49,105,51,0.0035431913348091763,697.4695,0.06657983380094082,0.0735,0.003214792167222979,697.6163378173029
4031414524297538817,2726.796,0.11786003935554538,0.2982766332704787,-0.3145626129714143,0.37,244,90,0.03535801180666361,681.699,0.059655326654095744,0.0555,0.03145626129714143,681.880969599758
4022641794255717633,2176.834,449.7255896028273,0.558737617842448,-0.5594832487580707,0.44,6052,2634,134.91767688084818,544.2085,0.1117475235684896,0.066,0.055948324875807066,679.3598727292924
4019895412775450368,2640.3,1.0820210877924084,0.2847008949882415,0.0,0.42,571,242,0.3246063263377225,660.075,0.056940178997648305,0.063,-0.0,660.5195465053354
4027747397961573889,2638.219,4.51591237850873e-05,0.08976022874771172,-5.2985158607407,0.45,460,207,1.354773713552619e-05,659.55475,0.017952045749542345,0.0675,0.52985158607407,660.1700671795608
4028427053699127040,2633.024,-0.0003936744649006844,0.2642711669506095,-0.09298993432180125,0.3,121,36,-0.00011810233947020531,658.256,0.0528542333901219,0.045,0.009298993432180125,658.3630351244827
3988187872032603905,2599.762,16.213340089312283,0.09370312131348814,-0.9307964211004376,0.33,5238,1711,4.864002026793685,649.9405,0.01874062426269763,0.0495,0.09307964211004377,654.9658222931664
4030635536196756737,2581.614,1.6694555589885527,0.09049923129812824,-0.13958217443319554,0.52,1294,679,0.5008366676965658,645.4035,0.01809984625962565,0.078,0.013958217443319555,646.0143947313995
4012994295026226176,2500.337,57.73171745938203,0.21500005019192853,-0.7777886641819736,0.4,627,251,17.31951523781461,625.08425,0.04300001003838571,0.06,0.07777886641819737,642.5845441142711
3977234346014419201,2427.293,116.3521998932605,0.3047358693024749,0.0,0.4,83,33,34.90565996797815,606.82325,0.06094717386049499,0.06,-0.0,641.8498571418387
4034786679304751616,2521.076,17.553538498260085,0.20821777919657022,0.0,0.38,321,123,5.266061549478025,630.269,0.04164355583931405,0.056999999999999995,-0.0,635.6337051053174
3975304792994095360,2536.081,4.936030292316765,0.26256500497746604,-0.048495473268418535,0.43,2438,1040,1.4808090876950295,634.02025,0.05251300099549321,0.0645,0.004849547326841854,635.6229216360174
3784403294629753856,2521.814,9.17478347143307,0.10658506601925931,-0.1772610694010493,0.3,6050,1829,2.752435041429921,630.4535,0.02131701320385186,0.045,0.01772610694010493,633.2899781615739
4035034554469394176,2517.321,0.4094457493771549,0.10896770520343158,-0.5059045471465359,0.17,395,66,0.12283372481314646,629.33025,0.021793541040686315,0.025500000000000002,0.05059045471465359,629.5509677205685
4035430878731345664,2493.75,15.5394360463633,0.4696392626687299,0.0,0.48,89,43,4.661830813908989,623.4375,0.09392785253374598,0.072,-0.0,628.2652586664427
3943533600390906881,2361.425,106.08518998366041,0.42807920222246326,-0.01424652277699646,0.55,1759,964,31.825556995098122,590.35625,0.08561584044449266,0.0825,0.001424652277699646,622.3513474878204
3983074113875692800,2424.83,13.309759750484956,0.36019860968207074,0.0,0.33,43,14,3.9929279251454863,606.2075,0.07203972193641416,0.0495,-0.0,610.3219676470819
3887577207880438784,2417.514,0.13502622236734654,0.08791090507202144,-0.6817660809437055,0.48,6050,2893,0.04050786671020396,604.3785,0.01758218101440429,0.072,0.06817660809437055,604.576766655819
4029506971304830209,2413.654,2.648919042389735,0.24490724451952647,-0.0015850168875167225,0.06,52,3,0.7946757127169205,603.4135,0.048981448903905295,0.009,0.00015850168875167225,604.2663156633095
4023697433751327232,2408.224,4.619393951648702,0.30015934309004805,0.0,0.1,42,4,1.3858181854946106,602.056,0.06003186861800961,0.015,-0.0,603.5168500541126
3939925275039085824,2378.879,15.461546865665827,0.22595328142597082,-0.278923996470532,0.36,5928,2148,4.638464059699748,594.71975,0.04519065628519417,0.054,0.0278923996470532,599.485297115632
4037179073830813185,2331.435,0.00021549863968662325,0.24056754653620313,0.0,0.42,73,31,6.464959190598698e-05,582.85875,0.04811350930724063,0.063,-0.0,582.969928158899
4041860229502600193,2327.336,0.008086571754234367,0.4571934663380226,0.0,0.39,97,38,0.0024259715262703097,581.834,0.09143869326760452,0.058499999999999996,-0.0,581.9863646647938
3935808725185052672,2301.964,2.354056950603365,0.06325386386802202,-1.156264352257373,0.35,1715,602,0.7062170851810095,575.491,0.012650772773604406,0.0525,0.1156264352257373,576.3779942931803
4040843843196854529,2151.704,0.00017002182482611395,0.3416676069898303,0.0,0.32,59,19,5.100654744783418e-05,537.926,0.06833352139796606,0.048,-0.0,538.0423845279455
4023616625178799873,2087.771,4.437471589238052,0.25334428453106705,-0.0023495046120192583,0.41,827,339,1.3312414767714154,521.94275,0.050668856906213415,0.06149999999999999,0.00023495046120192584,523.3863952841389
3944658614777849089,2074.45,0.09064338190130308,0.4074903672652917,0.0,0.44,45,20,0.027193014570390923,518.6125,0.08149807345305835,0.066,-0.0,518.7871910880234
4032403303704824321,2060.571,0.0004042815937418041,0.10783364846800148,-0.8763798610289854,0.55,223,123,0.00012128447812254122,515.14275,0.021566729693600295,0.0825,0.08763798610289854,515.3345760002746
4037785885739608577,1934.579,69.98296076929284,0.22307365285662156,0.0,0.23,254,59,20.994888230787854,483.64475,0.04461473057132431,0.0345,-0.0,504.71875296135914
4014818740371615232,2013.648,-1.2933832039894735,0.1911128490456643,-0.7396794414190834,0.21,529,111,-0.38801496119684203,503.412,0.03822256980913286,0.0315,0.07396794414190834,503.16767555275413
4031673021422897664,1984.717,1.1101293462454322,0.26854565826741766,-0.1521797933484549,0.31,229,72,0.33303880387362966,496.17925,0.05370913165348354,0.0465,0.015217979334845491,496.627715914862
3930688517098515713,1947.245,-20.37333315086466,0.06311486826947774,-0.8991870812790262,0.49,288,140,-6.111999945259398,486.81125,0.012622973653895548,0.0735,0.08991870812790263,480.8752917365224
4037717032428033792,1897.323,0.5611214609446682,0.22211094110553858,0.0,0.32,317,102,0.16833643828340045,474.33075,0.04442218822110772,0.048,-0.0,474.59150862650455
3993222640082269952,1884.468,4.967470947986872,0.09188282957686447,-0.41992117389933853,0.46,3087,1434,1.4902412843960615,471.117,0.018376565915372896,0.069,0.04199211738993386,472.73660996770144
4000222729738650369,1803.62,13.2090223959265,0.2480855985599212,-0.6107246617347709,0.56,958,537,3.96270671877795,450.905,0.049617119711984244,0.084,0.06107246617347709,455.06239630466337
3910887259807777281,1803.302,4.198387189428157e-06,0.10829621222172861,-0.35731454229207144,0.23,75,17,1.259516156828447e-06,450.8255,0.021659242444345722,0.0345,0.03573145422920714,450.9173919561897
4038768306117031680,1741.914,1.3167755693494476,0.13502764686297253,0.0,0.22,100,22,0.3950326708048343,435.4785,0.027005529372594508,0.033,-0.0,435.93353820017745
4013955990069013504,1690.027,25.278728246812992,0.22928330457914467,-4.912135152563195,0.66,358,236,7.583618474043897,422.50675,0.045856660915828934,0.099,0.4912135152563195,430.72643865021604
4004713168329653760,1667.199,3.150071273808433,0.27741111207010244,0.0,0.07,27,2,0.9450213821425298,416.79975,0.05548222241402049,0.0105,-0.0,417.81075360455657
4030708912786799105,1612.844,1.6568377623399455,0.18414108868407542,0.0,0.03,60,2,0.49705132870198365,403.211,0.036828217736815085,0.0045,-0.0,403.7493795464388
4037073643537925121,1540.4,7.8032105975393,0.1644167759484143,0.0,0.19,446,83,2.3409631792617898,385.1,0.03288335518968286,0.028499999999999998,-0.0,387.50234653445153
4029507714735307777,1537.9,1.176405486726586,0.1958523633818955,0.0,0.04,53,2,0.3529216460179758,384.475,0.0391704726763791,0.006,-0.0,384.8730921186944
4021243448368889856,1498.194,5.367444988031277,0.09470702599200141,-1.2609706416207436,0.38,6050,2290,1.6102334964093832,374.5485,0.018941405198400284,0.056999999999999995,0.12609706416207436,376.36077196576986
3998659472131949824,1449.326,1.6423322046339122e-05,0.3824381523639125,0.0,0.49,147,72,4.926996613901737e-06,362.3315,0.07648763047278251,0.0735,-0.0,362.48149255746944
3919174299855478272,1456.372,-14.222584964518385,0.011491608845265384,-1.0597447582798938,0.48,1267,609,-4.266775489355515,364.093,0.0022983217690530767,0.072,0.10597447582798938,360.00649730824153
3865845304835489536,1406.066,24.81412620044415,0.24357476133916586,-0.0011435870223209283,0.51,882,451,7.444237860133245,351.5165,0.04871495226783318,0.0765,0.00011435870223209283,359.0860671711033
3956048468100538880,1373.565,0.33764647845579215,0.524861880311556,0.0,0.71,28,20,0.10129394353673764,343.39125,0.1049723760623112,0.1065,-0.0,343.7040163195991
4031408429897920512,1351.267,0.0160434524295204,0.1578306045851714,0.0,0.05,82,4,0.004813035728856121,337.81675,0.03156612091703428,0.0075,-0.0,337.86062915664587
4030392204221219329,1347.758,0.815242271470517,0.2007295988335892,0.0,0.09,85,8,0.24457268144115507,336.9395,0.040145919766717844,0.0135,-0.0,337.23771860120786
3949214983441029120,1317.578,18.611287874302164,0.05876960185539697,-0.6536730665953876,0.37,4530,1675,5.583386362290649,329.3945,0.011753920371079396,0.0555,0.06536730665953876,335.11050758932123
3926423286576838657,1309.46,4.662212916079951e-05,0.050259836011489194,-0.5423807352680019,0.34,478,163,1.3986638748239852e-05,327.365,0.01005196720229784,0.051000000000000004,0.05423807352680019,327.4803040273678
4039129759104249600,1264.289,0.5838759517571713,0.5220426060771436,0.0,0.44,133,59,0.1751627855271514,316.07225,0.10440852121542872,0.066,-0.0,316.41782130674255
4039279455324236544,1038.807,37.774280205369564,0.4716836338542194,0.0,0.55,327,181,11.332284061610869,259.70175,0.09433672677084388,0.0825,-0.0,271.2108707883817
3952087967771302912,1032.605,5.850357912071348,0.1736691732688759,0.0,0.34,172,58,1.7551073736214045,258.15125,0.034733834653775185,0.051000000000000004,-0.0,259.99209120827516
3819545518395756033,980.063,6.186140575684526e-06,0.21472291715119343,-1.1599949648783466e-16,0.38,68,26,1.8558421727053575e-06,245.01575,0.042944583430238686,0.056999999999999995,1.1599949648783468e-17,245.1156964392724
3768170840939476993,243.669,497.40964347071224,0.4242774564031249,0.0,0.43,14,6,149.22289304121367,60.91725,0.08485549128062499,0.0645,-0.0,210.2894985324943
3923766029921022977,772.729,6.775617403632172,0.07238099702504483,-0.3546185908456343,0.29,1259,359,2.0326852210896513,193.18225,0.014476199405008966,0.0435,0.03546185908456343,195.30837327957923
3826087012661391104,532.657,95.58985966339971,0.6751014185094156,-0.050347733561678716,0.58,108,63,28.67695789901991,133.16425,0.13502028370188313,0.087,0.005034773356167872,162.06826295607797
3977116548751698176,603.981,8.872675513387406,0.030023743904114053,-1.7803974283643589,0.28,1624,456,2.661802654016222,150.99525,0.006004748780822811,0.042,0.1780397428364359,153.88309714563346
3949329502284748801,425.965,155.42388659390744,0.13607138346451803,-0.27617196105630987,0.19,384,72,46.62716597817223,106.49125,0.027214276692903605,0.028499999999999998,0.027617196105630987,153.20174745097077
3911997667197443328,605.722,-0.4054464567940738,0.17285573562279435,-0.0,0.47,64,30,-0.12163393703822215,151.4305,0.034571147124558874,0.0705,0.0,151.41393721008635
3672754654734989568,566.598,1.862303558453073,0.18527447769074115,-0.46078079475409683,0.44,474,210,0.5586910675359219,141.6495,0.03705489553814823,0.066,0.046078079475409685,142.3573240425495
3914654298562589441,343.47,50.85626027672793,0.010976836334010422,-1.3328479030481644,0.41,483,200,15.256878083018378,85.8675,0.0021953672668020845,0.06149999999999999,0.13328479030481644,101.32135824059
3786761687746711808,205.021,0.13720438925172548,0.2151504978408805,-2.31821243121648,0.45,82,37,0.041161316775517647,51.25525,0.043030099568176106,0.0675,0.23182124312164798,51.63876265946534
4040382575336130560,0.0,0.0,,,0.0,76,0,0.0,0.0,,0.0,,0.0
3946087913459823360,-40.667,-0.5032374730748377,-0.005708494004031481,-11.186052604330293,0.32,6085,1930,-0.1509712419224513,-10.16675,-0.001141698800806296,0.048,1.1186052604330292,-9.15225768029023
3880920727367689984,-176.827,2.8815977212338414e-05,-0.03862775677475677,-8.08406995561114,0.34,145,49,8.644793163701524e-06,-44.20675,-0.0077255513549513545,0.051000000000000004,0.8084069955611141,-43.35505991100067
3858510226868015873,-280.973,2.3826058807500792e-05,-0.013558252740182589,-6.255267959451345,0.24,996,243,7.147817642250237e-06,-70.24325,-0.002711650548036518,0.036,0.6255267959451345,-69.58442770678526
4041804592937345281,-776.343,-0.051502737981670606,-0.077929136713139,-46.06738374801876,0.23,368,85,-0.015450821394501182,-194.08575,-0.015585827342627801,0.0345,4.606738374801877,-189.47554827393523
3995532094997544704,-12346.682,-3.4777280197204936,-0.06424753066795914,-8.237696232767487,0.21,6051,1295,-1.043318405916148,-3086.6705,-0.012849506133591829,0.0315,0.8237696232767487,-3086.871398288773
